case_id,family,role,cracks,L_m,b_m,h_m
b005_0008,merged_b005_0008,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0010,merged_b005_0010,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0011,merged_b005_0011,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0013,merged_b005_0013,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0014,merged_b005_0014,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0015,merged_b005_0015,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0016,merged_b005_0016,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0017,merged_b005_0017,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0018,merged_b005_0018,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0019,merged_b005_0019,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0020,merged_b005_0020,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0021,merged_b005_0021,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0022,merged_b005_0022,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0023,merged_b005_0023,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0025,merged_b005_0025,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0026,merged_b005_0026,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0027,merged_b005_0027,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0028,merged_b005_0028,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0029,merged_b005_0029,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0031,merged_b005_0031,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0032,merged_b005_0032,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0033,merged_b005_0033,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0034,merged_b005_0034,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0035,merged_b005_0035,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0036,merged_b005_0036,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0037,merged_b005_0037,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0038,merged_b005_0038,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0039,merged_b005_0039,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0040,merged_b005_0040,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0042,merged_b005_0042,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0043,merged_b005_0043,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0044,merged_b005_0044,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0045,merged_b005_0045,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0046,merged_b005_0046,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0047,merged_b005_0047,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0048,merged_b005_0048,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0050,merged_b005_0050,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0051,merged_b005_0051,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0053,merged_b005_0053,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0055,merged_b005_0055,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0056,merged_b005_0056,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0058,merged_b005_0058,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0059,merged_b005_0059,quarantine,8,1.5,0.14000000059604645,0.20000000298023224
b005_0060,merged_b005_0060,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0062,merged_b005_0062,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0063,merged_b005_0063,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0065,merged_b005_0065,quarantine,8,1.5,0.14000000059604645,0.20000000298023224
b005_0066,merged_b005_0066,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0067,merged_b005_0067,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0068,merged_b005_0068,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0069,merged_b005_0069,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0070,merged_b005_0070,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0072,merged_b005_0072,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0073,merged_b005_0073,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0075,merged_b005_0075,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0076,merged_b005_0076,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0077,merged_b005_0077,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0079,merged_b005_0079,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0080,merged_b005_0080,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0081,merged_b005_0081,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0084,merged_b005_0084,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0085,merged_b005_0085,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0086,merged_b005_0086,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0087,merged_b005_0087,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0088,merged_b005_0088,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0089,merged_b005_0089,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0090,merged_b005_0090,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0091,merged_b005_0091,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0092,merged_b005_0092,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0093,merged_b005_0093,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0094,merged_b005_0094,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0095,merged_b005_0095,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0096,merged_b005_0096,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0097,merged_b005_0097,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0098,merged_b005_0098,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0100,merged_b005_0100,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0101,merged_b005_0101,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0104,merged_b005_0104,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0105,merged_b005_0105,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0106,merged_b005_0106,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0107,merged_b005_0107,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0108,merged_b005_0108,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0109,merged_b005_0109,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0110,merged_b005_0110,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0111,merged_b005_0111,quarantine,2,1.5,0.14000000059604645,0.20000000298023224
b005_0112,merged_b005_0112,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0113,merged_b005_0113,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0115,merged_b005_0115,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0116,merged_b005_0116,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0117,merged_b005_0117,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0118,merged_b005_0118,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0119,merged_b005_0119,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0120,merged_b005_0120,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0121,merged_b005_0121,quarantine,4,1.5,0.14000000059604645,0.20000000298023224
b005_0122,merged_b005_0122,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0123,merged_b005_0123,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0124,merged_b005_0124,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0126,merged_b005_0126,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0127,merged_b005_0127,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0128,merged_b005_0128,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0129,merged_b005_0129,quarantine,3,1.5,0.14000000059604645,0.20000000298023224
b005_0130,merged_b005_0130,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0131,merged_b005_0131,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0132,merged_b005_0132,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0133,merged_b005_0133,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0135,merged_b005_0135,quarantine,4,1.5,0.14000000059604645,0.20000000298023224
b005_0136,merged_b005_0136,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0137,merged_b005_0137,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0138,merged_b005_0138,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0139,merged_b005_0139,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0140,merged_b005_0140,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0141,merged_b005_0141,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0144,merged_b005_0144,quarantine,3,1.5,0.14000000059604645,0.20000000298023224
b005_0146,merged_b005_0146,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0147,merged_b005_0147,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0148,merged_b005_0148,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0149,merged_b005_0149,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0150,merged_b005_0150,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0153,merged_b005_0153,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0155,merged_b005_0155,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0156,merged_b005_0156,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0157,merged_b005_0157,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0158,merged_b005_0158,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0160,merged_b005_0160,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0161,merged_b005_0161,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0162,merged_b005_0162,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0163,merged_b005_0163,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0164,merged_b005_0164,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0165,merged_b005_0165,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0166,merged_b005_0166,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0167,merged_b005_0167,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0168,merged_b005_0168,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0169,merged_b005_0169,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0170,merged_b005_0170,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0171,merged_b005_0171,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0172,merged_b005_0172,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0173,merged_b005_0173,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0174,merged_b005_0174,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0175,merged_b005_0175,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0176,merged_b005_0176,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0177,merged_b005_0177,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0178,merged_b005_0178,quarantine,5,1.5,0.14000000059604645,0.20000000298023224
b005_0179,merged_b005_0179,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0180,merged_b005_0180,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0181,merged_b005_0181,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0182,merged_b005_0182,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0183,merged_b005_0183,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0184,merged_b005_0184,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0185,merged_b005_0185,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0186,merged_b005_0186,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0187,merged_b005_0187,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0188,merged_b005_0188,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0189,merged_b005_0189,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0190,merged_b005_0190,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0191,merged_b005_0191,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0192,merged_b005_0192,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0193,merged_b005_0193,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0194,merged_b005_0194,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0196,merged_b005_0196,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0197,merged_b005_0197,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0198,merged_b005_0198,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0199,merged_b005_0199,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0200,merged_b005_0200,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0201,merged_b005_0201,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0202,merged_b005_0202,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0203,merged_b005_0203,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0204,merged_b005_0204,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0205,merged_b005_0205,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0206,merged_b005_0206,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0207,merged_b005_0207,quarantine,4,1.5,0.14000000059604645,0.20000000298023224
b005_0208,merged_b005_0208,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0209,merged_b005_0209,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0210,merged_b005_0210,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0211,merged_b005_0211,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0212,merged_b005_0212,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0213,merged_b005_0213,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0214,merged_b005_0214,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0215,merged_b005_0215,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0216,merged_b005_0216,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0217,merged_b005_0217,quarantine,2,1.5,0.14000000059604645,0.20000000298023224
b005_0218,merged_b005_0218,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0219,merged_b005_0219,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0220,merged_b005_0220,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0221,merged_b005_0221,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0222,merged_b005_0222,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0223,merged_b005_0223,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0224,merged_b005_0224,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0225,merged_b005_0225,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0231,merged_b005_0231,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0232,merged_b005_0232,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0233,merged_b005_0233,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0234,merged_b005_0234,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0235,merged_b005_0235,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0237,merged_b005_0237,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0240,merged_b005_0240,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0241,merged_b005_0241,quarantine,6,1.5,0.14000000059604645,0.20000000298023224
b005_0242,merged_b005_0242,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0243,merged_b005_0243,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0244,merged_b005_0244,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0246,merged_b005_0246,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0250,merged_b005_0250,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0251,merged_b005_0251,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0252,merged_b005_0252,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0253,merged_b005_0253,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0254,merged_b005_0254,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0255,merged_b005_0255,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0257,merged_b005_0257,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0258,merged_b005_0258,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0259,merged_b005_0259,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0262,merged_b005_0262,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0264,merged_b005_0264,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0265,merged_b005_0265,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0266,merged_b005_0266,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0267,merged_b005_0267,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0269,merged_b005_0269,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0270,merged_b005_0270,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0272,merged_b005_0272,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0273,merged_b005_0273,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0274,merged_b005_0274,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0278,merged_b005_0278,quarantine,5,1.5,0.14000000059604645,0.20000000298023224
b005_0279,merged_b005_0279,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0283,merged_b005_0283,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0286,merged_b005_0286,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0289,merged_b005_0289,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0290,merged_b005_0290,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0291,merged_b005_0291,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0293,merged_b005_0293,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0294,merged_b005_0294,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0296,merged_b005_0296,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0297,merged_b005_0297,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0298,merged_b005_0298,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0299,merged_b005_0299,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0300,merged_b005_0300,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0301,merged_b005_0301,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0302,merged_b005_0302,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0303,merged_b005_0303,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0304,merged_b005_0304,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0305,merged_b005_0305,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0308,merged_b005_0308,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0310,merged_b005_0310,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0313,merged_b005_0313,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0316,merged_b005_0316,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0317,merged_b005_0317,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0318,merged_b005_0318,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0319,merged_b005_0319,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0320,merged_b005_0320,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0322,merged_b005_0322,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0323,merged_b005_0323,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0324,merged_b005_0324,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0325,merged_b005_0325,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0326,merged_b005_0326,quarantine,4,1.5,0.14000000059604645,0.20000000298023224
b005_0327,merged_b005_0327,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0328,merged_b005_0328,quarantine,10,1.5,0.14000000059604645,0.20000000298023224
b005_0329,merged_b005_0329,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0330,merged_b005_0330,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0331,merged_b005_0331,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0332,merged_b005_0332,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0333,merged_b005_0333,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0334,merged_b005_0334,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0336,merged_b005_0336,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0338,merged_b005_0338,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0339,merged_b005_0339,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0341,merged_b005_0341,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0345,merged_b005_0345,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0346,merged_b005_0346,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0347,merged_b005_0347,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0348,merged_b005_0348,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0349,merged_b005_0349,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0350,merged_b005_0350,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0351,merged_b005_0351,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0352,merged_b005_0352,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0353,merged_b005_0353,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0354,merged_b005_0354,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0355,merged_b005_0355,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0356,merged_b005_0356,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0359,merged_b005_0359,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0360,merged_b005_0360,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0361,merged_b005_0361,train,8,1.5,0.14000000059604645,0.20000000298023224
b005_0362,merged_b005_0362,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0363,merged_b005_0363,quarantine,3,1.5,0.14000000059604645,0.20000000298023224
b005_0364,merged_b005_0364,quarantine,7,1.5,0.14000000059604645,0.20000000298023224
b005_0365,merged_b005_0365,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0366,merged_b005_0366,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0367,merged_b005_0367,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0369,merged_b005_0369,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0370,merged_b005_0370,quarantine,5,1.5,0.14000000059604645,0.20000000298023224
b005_0374,merged_b005_0374,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0376,merged_b005_0376,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0378,merged_b005_0378,quarantine,11,1.5,0.14000000059604645,0.20000000298023224
b005_0379,merged_b005_0379,count,15,1.5,0.14000000059604645,0.20000000298023224
b005_0380,merged_b005_0380,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0381,merged_b005_0381,quarantine,8,1.5,0.14000000059604645,0.20000000298023224
b005_0382,merged_b005_0382,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0383,merged_b005_0383,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0384,merged_b005_0384,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0386,merged_b005_0386,quarantine,8,1.5,0.14000000059604645,0.20000000298023224
b005_0387,merged_b005_0387,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0388,merged_b005_0388,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0391,merged_b005_0391,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0392,merged_b005_0392,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0393,merged_b005_0393,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0394,merged_b005_0394,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0395,merged_b005_0395,quarantine,5,1.5,0.14000000059604645,0.20000000298023224
b005_0397,merged_b005_0397,quarantine,1,1.5,0.14000000059604645,0.20000000298023224
b005_0398,merged_b005_0398,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0399,merged_b005_0399,count,13,1.5,0.14000000059604645,0.20000000298023224
b005_0400,merged_b005_0400,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0401,merged_b005_0401,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0402,merged_b005_0402,quarantine,9,1.5,0.14000000059604645,0.20000000298023224
b005_0404,merged_b005_0404,train,4,1.5,0.14000000059604645,0.20000000298023224
b005_0405,merged_b005_0405,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0406,merged_b005_0406,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0408,merged_b005_0408,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0409,merged_b005_0409,train,2,1.5,0.14000000059604645,0.20000000298023224
b005_0411,merged_b005_0411,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0412,merged_b005_0412,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0413,merged_b005_0413,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0414,merged_b005_0414,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0415,merged_b005_0415,train,11,1.5,0.14000000059604645,0.20000000298023224
b005_0417,merged_b005_0417,count,14,1.5,0.14000000059604645,0.20000000298023224
b005_0419,merged_b005_0419,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0420,merged_b005_0420,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0421,merged_b005_0421,count,12,1.5,0.14000000059604645,0.20000000298023224
b005_0422,merged_b005_0422,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0423,merged_b005_0423,train,6,1.5,0.14000000059604645,0.20000000298023224
b005_0424,merged_b005_0424,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0425,merged_b005_0425,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0426,merged_b005_0426,train,7,1.5,0.14000000059604645,0.20000000298023224
b005_0427,merged_b005_0427,train,5,1.5,0.14000000059604645,0.20000000298023224
b005_0428,merged_b005_0428,train,10,1.5,0.14000000059604645,0.20000000298023224
b005_0430,merged_b005_0430,train,3,1.5,0.14000000059604645,0.20000000298023224
b005_0431,merged_b005_0431,train,9,1.5,0.14000000059604645,0.20000000298023224
b005_0433,merged_b005_0433,quarantine,5,1.5,0.14000000059604645,0.20000000298023224
b005_0434,merged_b005_0434,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0435,merged_b005_0435,train,1,1.5,0.14000000059604645,0.20000000298023224
b005_0437,merged_b005_0437,count,13,1.5,0.14000000059604645,0.20000000298023224
